contrast,collection,pathway,NES,pval,padj,size,leadingEdge
Basal_vs_NAT,Hallmark,HALLMARK_HEDGEHOG_SIGNALING,-1.32405164350775,0.0973451327433628,0.174410029498525,29,NRP1;DPYSL2;CNTFR;ETS2;RTN1;UNC5C;HEY2;RASA1;GLI1;CRMP1;NF1;PTCH1;VLDLR
Basal_vs_NAT,Hallmark,HALLMARK_ANGIOGENESIS,-1.30483794677256,0.102134146341463,0.181478028623261,32,LPL;THBD;KCNJ8;MSX1;FGFR1;SERPINA5;NRP1;FSTL1;CCND2;SLCO2A1;JAG1;JAG2
Basal_vs_NAT,Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.28380911565125,0.113207547169811,0.19950510361893,38,PRDX4;PRDX1;TXN;GLRX2;PFKP;NDUFS2;NDUFA6;LAMTOR5;SELENOS;HMOX2;SCAF4;SRXN1;SBNO2;ABCC1;NDUFB4
Basal_vs_NAT,KEGG_Legacy,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,-1.28417052735428,0.117117117117117,0.203065969195001,35,ATP1A2;IGF1;IRS1;ATP1B2;NR3C2;PIK3R1;HSD11B1;SCNN1A;NHERF2
Basal_vs_NAT,Hallmark,HALLMARK_KRAS_SIGNALING_DN,-1.18559962892229,0.11660777385159,0.203065969195001,167,ZBTB16;THRB;SIDT1;PDK2;SYNPO;SLC16A7;CPEB3;GP2;COPZ2;TENM2;ITIH3;KCNMB1;ADRA2C;RGS11;DLK2;GPRC5C;CNTFR;CPB1;LFNG;FGF16;NTF3;ABCB11;CACNA1F;NOS1;SNN;TFAP2B;PTGFR;MTHFR;IDUA;PAX3;EDN1;EPHA5;BRDT;TAS2R4;MYOT;IGFBP2;KRT1;MYO15A;PNMT;SHOX2;ARPP21;SLC25A23;KMT2D;KCND1;THNSL2;ZNF112;TENT5C;EFHD1;CCDC106;FGGY;CACNG1;OXT;IL5;PRODH;VPS50;SLC6A3;KRT5;LGALS7;ACTC1;TSHB;EDAR;GRID2;ARHGDIG;FGF22;PDE6B;AKR1B10;ATP4A
Basal_vs_NAT,KEGG_Legacy,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1.31489752900743,0.121301775147929,0.208639053254438,21,B4GALT2;ST3GAL4;FUT7;FUT5;B3GNT4;B4GALT4;B3GNT5;FUT3;GCNT2;FUT2;B4GALT1
Basal_vs_NAT,KEGG_Legacy,KEGG_N_GLYCAN_BIOSYNTHESIS,1.24341401824951,0.125,0.211614173228346,35,RPN1;B4GALT2;DDOST;ALG6;DPM2;MGAT4B;DPM3;STT3A;GANAB;MAN1B1;B4GALT1;RFT1;ALG1
Basal_vs_NAT,KEGG_Legacy,KEGG_ENDOCYTOSIS,-1.17875500178591,0.124700239808153,0.211614173228346,142,ADRB2;ERBB4;ARRB1;KDR;IQSEC3;RABEP1;IQSEC1;PSD2;VPS36;RAB11FIP2;NEDD4;RAB5B;DAB2;CXCR2;KIT;PDGFRA;RNF41;EEA1;ADRB1;SH3GLB2;RBSN;WWP1;STAM2;HLA-E;TRAF6;DNM1;EHD4;USP8;PIP4K2B;IGF1R;EHD3;CXCR1;GIT2;GRK4;HSPA1L;RAB5C;EPS15;EPN2;PLD2;ADRB3;MET;HSPA2;RET;CLTCL1;CSF1R;PARD6G;RAB11FIP3;AP2B1;IQSEC2;NTRK1;RAB11B;PSD;DNM3;TSG101;CHMP2A;LDLRAP1;VPS4B;PSD3;PLD1;RAB11FIP1;PIP5K1C;VPS4A;PDCD6IP;CBL;LDLR
Basal_vs_NAT,KEGG_Legacy,KEGG_SPHINGOLIPID_METABOLISM,-1.29110056588019,0.126843657817109,0.213057706489676,29,PLPP1;PLPP3;GALC;DEGS2;SMPD3;SGPP1;B4GALT6;UGCG;SPTLC2;KDSR;GAL3ST1;ACER1
Basal_vs_NAT,Hallmark,HALLMARK_PEROXISOME,-1.2114113948051,0.136363636363636,0.227272727272727,79,ALDH1A1;ABCC8;RXRG;RETSAT;SEMA3C;ABCB1;ECI2;PEX11A;STS;HSD17B4;ABCD2;MLYCD;ACSL1;ESR2;ALB;EPHX2;ECH1;HMGCL;SERPINA6;DHRS3;EHHADH;SLC25A4;CRAT;ACSL5;LONP2
Basal_vs_NAT,KEGG_Legacy,KEGG_TYPE_II_DIABETES_MELLITUS,-1.25161684356326,0.13963963963964,0.230942480942481,35,SLC2A4;ABCC8;ADIPOQ;IRS1;PIK3R1;MAPK10;CACNA1G;KCNJ11;GCK;CACNA1C;SOCS3;PRKCE
Basal_vs_NAT,KEGG_Legacy,KEGG_HISTIDINE_METABOLISM,-1.28114727263426,0.142433234421365,0.23376446870682,23,MAOA;ALDH2;HDC;ALDH3A2;MAOB;LCMT2;ALDH3A1;HEMK1;ALDH1A3
Basal_vs_NAT,KEGG_Legacy,KEGG_INOSITOL_PHOSPHATE_METABOLISM,-1.23515990865046,0.151824817518248,0.245431095988146,41,INPP4B;ALDH6A1;INPP5K;ITPK1;INPP5A;INPP5J;PLCZ1;PIK3C2B;PLCD4;PTEN;PLCD1;PIP4K2B;PIK3C2A;INPP5B;SYNJ1
