"gene","log2FoldChange","AveExpr","t_stat","pvalue","padj","B_statistic","negLog10Padj","Regulation"
"LIN7C",-0.0171906119814279,0.0499720476629878,-0.376758179027564,0.706547201238643,0.754429398316396,-7.79893817837739,0.122381396519635,"Not Significant"
"LOC100128239",0.0489599395646372,0.357236152908194,0.376444134721328,0.706780439883793,0.754639194446342,-7.79905652438193,0.122260642164817,"Not Significant"
"DCAF17",0.016491231003908,0.34187870600352,0.374432771037137,0.70827492088397,0.756195544528987,-7.79981215805744,0.121365885810002,"Not Significant"
"GTPBP10",-0.0172951505016115,0.181369063266448,-0.374178352707042,0.708464038976049,0.756358123774222,-7.79990745029466,0.121272524138507,"Not Significant"
"OR6C74",0.00334635334154395,-0.00226083221935737,0.37395096146014,0.708633082155937,0.75649925519533,-7.79999256477564,0.121191495221386,"Not Significant"
"TACR2",-0.0407239218455943,-0.00615601416763774,-0.373620053437211,0.708879105678919,0.75668137828506,-7.80011633409744,0.121086953765424,"Not Significant"
"LOC595101",-0.0351060552719902,0.314905970001293,-0.373578754589944,0.708909812689175,0.75668137828506,-7.80013177339389,0.121086953765424,"Not Significant"
"SNORA71B",-0.0106549903185817,-0.00801232835691815,-0.373572781687725,0.70891425377179,0.75668137828506,-7.8001340061821,0.121086953765424,"Not Significant"
"GATSL1",0.0344857390132127,-0.0772981095291677,0.373264199363339,0.709143710108918,0.756886944036189,-7.80024931178475,0.120968986085187,"Not Significant"
"PCYT2",-0.0248850378454823,-0.624296180702769,-0.372923601984878,0.709397003021535,0.757117928469127,-7.80037646965656,0.120836469648508,"Not Significant"
"NXT2",0.0197372029572626,0.158202965804139,0.372736929026066,0.709535840251789,0.757226740155389,-7.80044611251357,0.12077405807739,"Not Significant"
"FRMD7",0.0445142668545624,0.838801738767075,0.372430966125902,0.709763419810653,0.757430242681812,-7.80056018400246,0.120657358354863,"Not Significant"
"CLINT1",0.0144801120695593,-0.0827613759976463,0.371917791162078,0.710145184990745,0.757798256035136,-7.80075129974218,0.120446398526833,"Not Significant"
"SPATA5",0.0232952209119535,0.412331805796874,0.37184048437681,0.710202701997116,0.757820242827484,-7.80078006737877,0.120433798070188,"Not Significant"
"GABRA6",0.00754105791232599,-0.144064551132223,0.371598604572217,0.710382673644384,0.757968353680538,-7.80087003782733,0.120348926437634,"Not Significant"
"SGSH",0.0171729478377915,-0.0391717565392341,0.371554695109533,0.710415346396537,0.757968353680538,-7.80088636426856,0.120348926437634,"Not Significant"
"MAGEB2",0.0414323563923667,-0.655626856902754,0.371197644571812,0.710681045259699,0.758212433569694,-7.80101905142091,0.120209098059896,"Not Significant"
"TPH1",-0.0886451475677856,0.767213415838784,-0.370865593138222,0.710928172731633,0.758436675648536,-7.80114233399678,0.12008067402619,"Not Significant"
"C19orf2",0.0137486534060564,0.15201763692465,0.370385961373119,0.711285189899006,0.758778121518659,-7.80132021488772,0.119885199977237,"Not Significant"
"OR6C65",0.00282582291851342,-0.0103184970510145,0.370035397657435,0.711546174596547,0.759017092614939,-7.8014500828324,0.119748443940138,"Not Significant"
"USMG5",-0.0206948043184882,-0.411277192417046,-0.369974715884452,0.711591353893018,0.759025847946363,-7.80147255019749,0.119743434342553,"Not Significant"
"SPPL3",0.0116947016369863,-0.0256789966926305,0.369886452440179,0.711657070338363,0.759056507379811,-7.8015052230753,0.11972589218126,"Not Significant"
"OR12D3",-0.00541833010619939,-0.0151635541354943,-0.369259106095972,0.712124222255857,0.759515314193607,-7.8017372262385,0.119463464983911,"Not Significant"
"IQGAP1",-0.0192154931641379,0.826581147453757,-0.368994300174322,0.712321441897533,0.759578633343663,-7.80183503777086,0.119427260300812,"Not Significant"
"BSX",0.00241131549609763,-0.0229732462998285,0.368988979098898,0.712325405075568,0.759578633343663,-7.80183700250119,0.119427260300812,"Not Significant"
"CHMP7",-0.0188486534060109,0.0735371810994068,-0.368985209649964,0.712328212594937,0.759578633343663,-7.80183839429875,0.119427260300812,"Not Significant"
"TMEM185B",0.0133399225488291,0.278973808896792,0.36898068258105,0.712331584401634,0.759578633343663,-7.80184006581426,0.119427260300812,"Not Significant"
"HHLA1",0.0127550225898934,-0.141059875505042,0.366885926713882,0.713892384288938,0.76120342004009,-7.80261130724161,0.118499269122271,"Not Significant"
"OR5B3",-0.00195937628351761,-0.00733018266085696,-0.366653898132678,0.714065342568808,0.761348298256953,-7.80269646494137,0.118416618648641,"Not Significant"
"RAB42",-0.0331410227070609,0.171167766248031,-0.366469952911526,0.714202469125975,0.761454959033873,-7.80276393712402,0.118355780603141,"Not Significant"
"PDHA2",0.0067583729390368,-0.0301102627538916,0.366404123020805,0.71425154591243,0.761467738359152,-7.80278807569143,0.118348491998853,"Not Significant"
"GNG8",0.0087200815583936,-0.306847142602045,0.366055157019011,0.714511723069949,0.761705560007584,-7.80291596250342,0.118212874297911,"Not Significant"
"ATRNL1",0.0951109399756813,1.03847911051366,0.365847986006951,0.714666198473756,0.761781284543962,-7.80299182759259,0.118169701298501,"Not Significant"
"SCN10A",0.0181370034618318,0.00363912927409202,0.365810123614971,0.714694431531006,0.761781284543962,-7.80300568799065,0.118169701298501,"Not Significant"
"CREBZF",-0.0225342574663437,0.0209730056243896,-0.365779637472012,0.714717164585029,0.761781284543962,-7.80301684710159,0.118169701298501,"Not Significant"
"OR5A1",-0.00848306049407501,-0.0205534125698204,-0.365760843751966,0.714731178903351,0.761781284543962,-7.8030237258691,0.118169701298501,"Not Significant"
"MOSPD2",-0.0229234993838921,0.272715995745323,-0.365556137963749,0.714883832532328,0.761902589371767,-7.8030986282081,0.118100550448568,"Not Significant"
"ONECUT2",0.0819437921731644,-2.15960239529332,0.365508693048258,0.714919214888345,0.761902589371767,-7.80311598243478,0.118100550448568,"Not Significant"
"CTNND1",-0.0172396907820229,0.417595246623419,-0.364716033594493,0.715510436755934,0.762493084173337,-7.80340558552926,0.11776409102246,"Not Significant"
"QRSL1",-0.0180410168399195,0.067082488665311,-0.364569952383142,0.715619413229751,0.762555274069385,-7.80345888864684,0.117728670862105,"Not Significant"
"TGS1",0.0170118758433217,0.112240759683793,0.364538226327751,0.715643081612024,0.762555274069385,-7.80347046224762,0.117728670862105,"Not Significant"
"MED10",-0.0156938244440532,-0.443721186960315,-0.363835497503655,0.716167404106823,0.763074361963518,-7.80372655823239,0.117433137776722,"Not Significant"
"FLJ42289",0.036953634924129,0.755014483709901,0.363115683270539,0.716704613721524,0.763607126457154,-7.80398836866825,0.117130027152945,"Not Significant"
"LUC7L2",-0.0120741360088989,0.135794889123261,-0.361857052573903,0.717644289256264,0.764568617458801,-7.80444491202603,0.11658353203525,"Not Significant"
"HNRNPA1",-0.0167214222848942,-0.0255007508794138,-0.36160405964813,0.717833221948179,0.764694466887965,-7.80453648897742,0.116512052231259,"Not Significant"
"ENO3",-0.0452328257945202,-0.663074169553849,-0.361599121109826,0.717836910173642,0.764694466887965,-7.8045382759647,0.116512052231259,"Not Significant"
"ZNF800",0.0192491316081939,0.505618663018099,0.361315373557657,0.718048831112206,0.764880532492793,-7.80464090774851,0.116406392468409,"Not Significant"
"OR2W1",0.00394034500966372,0.000838264839814931,0.361185296388979,0.718145988395236,0.76494433650276,-7.80468792987966,0.116370166453223,"Not Significant"
"ACTRT1",0.00730894795516727,-0.050434895150734,0.361007978119609,0.718278438384982,0.765045724515884,-7.8047520021362,0.116312607576447,"Not Significant"
"FURIN",0.0253914216978163,-0.544962296057158,0.360405161631242,0.718728782850379,0.765391939805048,-7.80496958894553,0.116116115558896,"Not Significant"
"HPDL",-0.0493187437657093,-1.50747281892692,-0.360381141423543,0.71874672959369,0.765391939805048,-7.8049782515187,0.116116115558896,"Not Significant"
"HTRA2",0.0143419204365618,-0.295289704275114,0.360370452850123,0.718754715631454,0.765391939805048,-7.80498210602716,0.116116115558896,"Not Significant"
"SEPT14",-0.00730698820629983,-0.320922822887607,-0.36033808882818,0.718778896810782,0.765391939805048,-7.80499377642918,0.116116115558896,"Not Significant"
"CCDC132",-0.0218321686324303,0.501746886111048,-0.36032336541652,0.718789897683454,0.765391939805048,-7.80499908531554,0.116116115558896,"Not Significant"
"SHISA7",0.0390476676640783,-0.986268649331388,0.360221700381084,0.718865860214104,0.765433126404002,-7.80503573721506,0.116092746314359,"Not Significant"
"SKIV2L2",0.0138850965206933,0.43600750949248,0.358786275236142,0.719938684758405,0.766535691219275,-7.80555212809499,0.115467618841292,"Not Significant"
"CD300E",-0.0377578918033132,-0.287441669182424,-0.357515572200199,0.720888859602779,0.767507560423432,-7.80600754114273,0.114917337760867,"Not Significant"
"OR5D16",-0.00176569265974229,-0.000440730454529301,-0.356659356893887,0.721529343152127,0.768149627406823,-7.80631349344151,0.114554175765654,"Not Significant"
"FAM48A",-0.019593264096966,0.160366800954473,-0.356597091111249,0.721575928117747,0.768159388346246,-7.8063357143411,0.114548657185621,"Not Significant"
"NCRNA00185",0.018086912515402,-1.81334389377553,0.355997857778235,0.722024305397269,0.768596857295755,-7.80654936558737,0.11430139564828,"Not Significant"
"C9orf135",-0.0356770785665506,-0.748040404341074,-0.355873528575721,0.722117346930589,0.7686050887915,-7.8065936490615,0.114296744479071,"Not Significant"
"ZNF117",0.0319767793230206,1.05119808348962,0.355853193651364,0.722132564926958,0.7686050887915,-7.8066008904673,0.114296744479071,"Not Significant"
"ZNF212",0.0162473449510097,-0.244230250018881,0.35583744264683,0.722144352542584,0.7686050887915,-7.80660649922368,0.114296744479071,"Not Significant"
"GGT6",0.0867968139409401,2.10065044355599,0.355683856989842,0.722259295265133,0.768686675546977,-7.80666117635186,0.114250646947613,"Not Significant"
"LOC729668",0.0271812415653447,0.0288526976271415,0.355634958766333,0.722295891767011,0.768686675546977,-7.80667857937046,0.114250646947613,"Not Significant"
"C9orf37",0.018753394355353,-0.70993998917436,0.355102798538637,0.722694213364027,0.769070713267856,-7.80686782210961,0.114033726557308,"Not Significant"
"FOXG1",0.0144775450331614,-1.85922223159186,0.35498181382247,0.722784780876683,0.7691272249727,-7.80691080625345,0.114001815551608,"Not Significant"
"SYNGAP1",0.0222745907411546,0.0293550714159603,0.353994468590405,0.723524039690684,0.769873978171958,-7.80726104873722,0.113580359325881,"Not Significant"
"NDP",0.0972349204948818,1.76194378635019,0.353005407303825,0.724264843023347,0.770622297344872,-7.80761092248952,0.113158429174895,"Not Significant"
"C14orf37",-0.0347178900428214,0.697863021863195,-0.352905458810283,0.724339718517091,0.770662024313634,-7.80764622416739,0.113136041088443,"Not Significant"
"C19orf34",-0.0152131666959635,-0.166205371447975,-0.352513283135695,0.724633538873685,0.770934681716161,-7.80778464359761,0.112982416465169,"Not Significant"
"DMPK",0.0265937863049476,-0.279865629450741,0.351942889940181,0.725060953511665,0.771349433909964,-7.80798569082315,0.112748834868052,"Not Significant"
"SAT1",0.0235854456373638,-0.833326389551183,0.351655499556874,0.725276337293578,0.771538587731859,-7.808086864412,0.1126423482529,"Not Significant"
"HRSP12",0.0273975825851786,-0.464838437306311,0.351205903722048,0.725613329171857,0.77185708020198,-7.80824497550296,0.112463107728725,"Not Significant"
"NUDT16P1",0.0453970486420488,0.0761114347119912,0.351133847239753,0.725667343638622,0.771874543541832,-7.80827029708636,0.112453281885921,"Not Significant"
"BIRC8",-0.00496629701344411,-0.0257361872956255,-0.351006434239656,0.725762857415576,0.771936144583037,-7.80831505896023,0.112418623501321,"Not Significant"
"UPF3B",-0.0178115355276098,-0.458767210167379,-0.350947123659726,0.725807320410344,0.771943443403842,-7.80833589001432,0.112414517173827,"Not Significant"
"PCDHB1",-0.0320988763714787,-0.151021797700592,-0.350451447957998,0.726178946792407,0.772298683052637,-7.8085098436098,0.112214705733246,"Not Significant"
"ZNF740",-0.0188768497327661,0.409890117607843,-0.349811890336146,0.726658542347381,0.772768706262198,-7.80873392840576,0.11195047325512,"Not Significant"
"IL1F7",0.0132962887989132,-0.702985239924658,0.349748527301864,0.726706063281943,0.772779212637434,-7.80875610693674,0.11194456873319,"Not Significant"
"HTR3A",-0.0386055271959192,-1.43645136306522,-0.349181532837329,0.727131344084733,0.773191406953933,-7.80895438942137,0.111712981251383,"Not Significant"
"KIAA1468",0.0184354427037051,0.304156990588095,0.349116348029184,0.727180242120102,0.773196305442678,-7.80897716446214,0.111710229824151,"Not Significant"
"FLJ46321",0.00743247961039385,-0.0855172752118116,0.349074980512335,0.727211274320149,0.773196305442678,-7.80899161573127,0.111710229824151,"Not Significant"
"ADCK1",-0.0189037698760044,-0.372639417449918,-0.348977359746417,0.727284507161033,0.77323412387447,-7.8090257116452,0.111688988213881,"Not Significant"
"TMTC2",0.0304877339671412,0.278527820889816,0.348824964630713,0.727398835450167,0.773315627973276,-7.80907891949258,0.11164321305488,"Not Significant"
"MRPL50",0.0136120430674694,-0.116361061350662,0.347951185285181,0.72805447066769,0.77397257056792,-7.80938354597666,0.111274430353385,"Not Significant"
"RFNG",-0.0180739863875466,-0.513828870317988,-0.347527543601455,0.728372419667639,0.774270479768893,-7.80953096570967,0.111107298553686,"Not Significant"
"HTR3D",-0.00515340609047658,-0.07058478776477,-0.346114545409047,0.729433233449492,0.775337037516754,-7.81002136609113,0.110509469474382,"Not Significant"
"VPREB3",0.054503576248301,-0.774303727321955,0.346090506933006,0.72945128493113,0.775337037516754,-7.81002969169952,0.110509469474382,"Not Significant"
"ACTL7A",-0.00762988323650847,-0.0261305321869202,-0.344880424719583,0.73036017978071,0.776262916281735,-7.81044805095936,0.109991160505262,"Not Significant"
"GUCA2A",-0.0073308132371056,-0.93253987663877,-0.344546360523827,0.730611162996506,0.77645704172858,-7.81056328833978,0.109882567052379,"Not Significant"
"TAX1BP3",-0.0203213518745915,-0.268259936552581,-0.344536639012856,0.730618467224195,0.77645704172858,-7.81056664016002,0.109882567052379,"Not Significant"
"LOC145783",-0.0268884820744696,-0.208616581543956,-0.344299196077744,0.730796876861915,0.776606443499928,-7.81064847730932,0.109799010435794,"Not Significant"
"HTR6",-0.0250839875608461,-0.538075459259014,-0.344065384070809,0.730972572579906,0.776752945914362,-7.81072900792226,0.109717090963975,"Not Significant"
"CEL",0.0626311711552584,-1.1223611325616,0.34358604186009,0.731332813816972,0.777095526508071,-7.81089393423921,0.109525591127915,"Not Significant"
"POFUT2",0.0134459807546055,-0.211582572782847,0.34337446331764,0.731491840882019,0.777224277678701,-7.81096665854411,0.109453642069658,"Not Significant"
"DDTL",-0.0281163586223551,-1.18797134951491,-0.342952400892822,0.731809106821478,0.777521138697146,-7.81111159715887,0.109287794848098,"Not Significant"
"OR52W1",-0.0126504195271173,0.0265164008201502,-0.342676233531212,0.732016727797308,0.777701481146695,-7.81120633815983,0.109187073922304,"Not Significant"
"TSIX",-0.0727904887640662,1.52300259281016,-0.342352312832096,0.732260274539708,0.777919970830541,-7.8113173640486,0.109065079121383,"Not Significant"
"KHDRBS2",0.0265728158188802,-1.12914084994105,0.34219124335491,0.732381388166721,0.778008377267038,-7.81137253257689,0.109015726684783,"Not Significant"
"C1orf223",0.0253335005575755,0.00150586723516228,0.34190798131736,0.732594398768506,0.778194391613672,-7.81146949081083,0.10891190344748,"Not Significant"
"CYP4F8",0.114177225252854,2.58270524922284,0.341630392189222,0.73280316344981,0.778375876739684,-7.81156442940117,0.108810632093743,"Not Significant"
"OR4F4",0.00276366250074283,-0.0179879598948948,0.341547650467498,0.732865394326704,0.778401704461029,-7.81159271308726,0.108796221766928,"Not Significant"
"VCX2",0.0151460805022723,-0.0619760334584217,0.341142319013483,0.733170273626693,0.778666662638063,-7.81173116901686,0.108648418526219,"Not Significant"
"FBXW5",0.0184372528312737,-0.768406591569626,0.341115152587883,0.733190708984724,0.778666662638063,-7.81174044283741,0.108648418526219,"Not Significant"
"STARD6",0.01061535527786,-0.0638399296566003,0.340992538683539,0.733282945012164,0.77870332860036,-7.81178229044253,0.108627968889727,"Not Significant"
"IFNA5",-0.0104280173678265,0.040625392099773,-0.340968413460367,0.73330109361085,0.77870332860036,-7.81179052250848,0.108627968889727,"Not Significant"
"PTTG2",0.0177119315848059,-0.561002386485725,0.340883870596261,0.733364693561259,0.778730586470086,-7.81181936583121,0.108612767034551,"Not Significant"
"ZNF718",0.0274464178840848,0.569636061987931,0.340546927705369,0.733618187381679,0.778959471784115,-7.81193424895604,0.108485137498675,"Not Significant"
"BEYLA",0.00425065716130519,-0.00511668671041414,0.340343970119467,0.733770893480796,0.779081322050101,-7.81200339402205,0.108417207443886,"Not Significant"
"OR4A5",0.00336818341842294,0.000727829108414528,0.339560440547099,0.73436052339566,0.779667039629359,-7.81226994604509,0.108090825160701,"Not Significant"
"OLIG1",-0.0464936836238006,-2.13761485511276,-0.339354029981815,0.734515879824563,0.779791654400573,-7.81234006348895,0.108021417092601,"Not Significant"
"ZFP92",0.0377499413248485,-0.12226731828122,0.33891903630465,0.734843316714731,0.780098934389236,-7.81248769084194,0.107850315342054,"Not Significant"
"OSBPL10",0.0249557560292039,0.466240586612886,0.338639013879286,0.735054126234094,0.780282379089243,-7.81258262421114,0.107748200531237,"Not Significant"
"H19",-0.0471544446398664,1.00077355826272,-0.337345665750138,0.736028058328715,0.781275840829767,-7.81302007824529,0.107195605047318,"Not Significant"
"PRR23C",0.0044541629994704,-0.0606326224281381,0.337275771171695,0.736080703303615,0.781291326585835,-7.81304367130386,0.107186996932993,"Not Significant"
"PRAMEF20",0.00274684621252102,-0.0752249238795029,0.337149391577392,0.736175896255643,0.781351969711438,-7.81308631859112,0.107153288696583,"Not Significant"
"OR52A5",0.00407129319955623,-0.0142992064006916,0.33647849194615,0.73668130628496,0.781847974463929,-7.81331244879865,0.106877684625541,"Not Significant"
"FAM183B",0.0273958487356707,-0.154367863703321,0.336340445773524,0.736785315049151,0.781917938379896,-7.81335892213336,0.106838823383705,"Not Significant"
"GSG1L",0.0461027254589633,-0.658541729209971,0.335190425085382,0.73765196836731,0.782797214441274,-7.81374533657723,0.106350728434241,"Not Significant"
"TRRAP",-0.0169783840873006,0.0321646842993875,-0.334956715465149,0.737828132448343,0.782943689417713,-7.81382370280907,0.106269471983658,"Not Significant"
"LOC100133985",-0.0335861174675468,-0.89506914103625,-0.334473749238834,0.738192223295762,0.783282491903738,-7.81398547530774,0.106081580791204,"Not Significant"
"KIAA0100",-0.0215167546791747,0.45533124516424,-0.334431974870904,0.738223718258423,0.783282491903738,-7.81399945692615,0.106081580791204,"Not Significant"
"RPS19BP1",0.0219487091474615,-0.81801705373194,0.334123884709817,0.738456010387886,0.783488469936088,-7.81410251886219,0.1059673903632,"Not Significant"
"DEFA5",0.00298757554421182,-0.518670289564866,0.333989764664692,0.738557140971979,0.783555273843973,-7.81414735487236,0.105930361953882,"Not Significant"
"EVX2",0.00462853664260987,-0.122511215840674,0.333799158950546,0.73870087127495,0.783639609174934,-7.81421104295374,0.10588362064647,"Not Significant"
"TRMT2A",-0.0207922138121245,-0.72483788436538,-0.333783109654897,0.738712974006941,0.783639609174934,-7.81421640392993,0.10588362064647,"Not Significant"
"OR5H15",-0.00210733732324071,0.000585882709711838,-0.332365370392965,0.739782343545343,0.784733466621158,-7.81468895747176,0.105277825587574,"Not Significant"
"MED6",0.012990770404308,-0.0816723374072707,0.332106809333871,0.739977424979886,0.784873285278608,-7.81477492295802,0.105200452740541,"Not Significant"
"HESX1",-0.0283390365541514,0.159619098533294,-0.332089329115124,0.739990614215915,0.784873285278608,-7.81478073230757,0.105200452740541,"Not Significant"
"MAP4K3",-0.0156631578947435,0.37326940162566,-0.33115967727457,0.740692168848875,0.785566023709756,-7.81508925106463,0.104817308360696,"Not Significant"
"ARL6IP6",-0.0156202898549041,-0.441977471996204,-0.331122449167524,0.740720267266121,0.785566023709756,-7.81510158776332,0.104817308360696,"Not Significant"
"ZAR1",0.00471676348060612,-0.288394875764845,0.331048194566496,0.740776312967062,0.785584880686698,-7.81512619021011,0.104806883542802,"Not Significant"
"DYTN",-0.00383445696178909,-0.132982687377331,-0.330934118325896,0.740862417834751,0.785635611474558,-7.81516397583953,0.104778838973185,"Not Significant"
"HEXB",0.0151360969312696,0.134018881021248,0.330773242196512,0.740983852844557,0.785723800366652,-7.81521724093929,0.10473009143783,"Not Significant"
"SLC25A11",-0.0158323211872342,-0.525719197765221,-0.330226954616301,0.74139625840673,0.7861205033101,-7.81539792021162,0.104510876465267,"Not Significant"
"FIS1",-0.0185798685677191,-0.385404267586034,-0.330058954048378,0.741523101050884,0.786214391601232,-7.81545342474361,0.104459010712068,"Not Significant"
"HNRNPUL2",-0.0116687789708515,0.0523374256676368,-0.329903267159469,0.741640652997873,0.786298420060232,-7.81550483584339,0.104412596977527,"Not Significant"
"SRBD1",0.012778331279415,0.479758940633368,0.329303284658651,0.742093728518281,0.786738148540166,-7.81570273600116,0.104169790597616,"Not Significant"
"RABL2A",0.0170772223200093,0.20830481901604,0.328826855544584,0.742453566874416,0.787078990392015,-7.81585962644402,0.103981680131524,"Not Significant"
"RAD51L3",-0.0160737487531953,-0.0147047823043897,-0.328742338987367,0.742517406615178,0.787106023535375,-7.81588743445123,0.103966764038578,"Not Significant"
"KRTAP10-10",0.00266194625360696,-0.0262140945226299,0.328673483696843,0.74256941790267,0.7871205157756,-7.81591008423869,0.103958767857846,"Not Significant"
"LMF2",-0.0183371648182278,-0.634052609938184,-0.328556850977574,0.742657521564051,0.787173262311424,-7.81594843948088,0.103929665882376,"Not Significant"
"CDC27",0.014303696532359,0.34599116021531,0.328469577204169,0.742723449865844,0.787202500038502,-7.81597713098993,0.103913535319599,"Not Significant"
"PRKACB",-0.0510780173675036,0.158417225652218,-0.328388038283392,0.742785047660165,0.787213022362282,-7.81600393026553,0.103907730261036,"Not Significant"
"POMT1",-0.012552807604302,-0.118915969500854,-0.328354920434804,0.742810066692748,0.787213022362282,-7.81601481316049,0.103907730261036,"Not Significant"
"SYNC",0.0371916769347963,1.16243745264696,0.327747140040804,0.743269265607093,0.787659011145079,-7.81621434178397,0.103661754120225,"Not Significant"
"CASP9",0.0145705890983705,-0.312677925950832,0.326598381853057,0.744137442057904,0.78853833413073,-7.81659045923097,0.103177188959344,"Not Significant"
"SLC4A10",0.0792632107023326,-0.0409156682687812,0.326420288501854,0.744272065745583,0.788640284374546,-7.81664865099028,0.103121042587766,"Not Significant"
"PATE1",0.00520160769819576,-0.0519007129583596,0.326205883486608,0.74443414842095,0.788771318491025,-7.81671866545039,0.103048889709272,"Not Significant"
"SNORA29",0.00573605292494595,-0.0105783094493327,0.325518558783501,0.74495381835606,0.789280319919559,-7.81694280298489,0.102768725849004,"Not Significant"
"PCDHA9",-0.0467222701400681,0.353843993145884,-0.32546882012967,0.744991429098939,0.789280319919559,-7.81695900449433,0.102768725849004,"Not Significant"
"TGM6",0.00280797688201101,-0.182351691069937,0.324503519626838,0.745721478492507,0.79001300136494,-7.8172729444822,0.102365761399953,"Not Significant"
"GCNT1",-0.0401369418530406,0.931216302363361,-0.323131723123923,0.746759351883037,0.791071697325013,-7.8177174838161,0.101784153238706,"Not Significant"
"SULT4A1",0.0659479698405428,-0.690197628083579,0.322313428623101,0.747378676596684,0.791686921754807,-7.81798176104955,0.101446529313962,"Not Significant"
"SNORA65",0.0105540661855306,-0.0680401913426145,0.32211382290669,0.747529772675626,0.791806120783748,-7.81804612430391,0.10138114540734,"Not Significant"
"C1orf14",-0.0158900457666806,-0.0592025426470072,-0.321951246046997,0.747652846115547,0.791895626618799,-7.81809851808267,0.101332055494588,"Not Significant"
"NKX3-1",0.0565570028751454,1.36245427645563,0.321603491521894,0.747916123859194,0.792133616530606,-7.81821050046452,0.101201555749497,"Not Significant"
"SCARNA6",-0.0257836941852566,0.132176739859749,-0.321080739404139,0.748311944166681,0.79251195324952,-7.81837860721728,0.100994178711273,"Not Significant"
"CROCC",0.0280017631869963,-0.473035889596224,0.320929676434512,0.748426339257737,0.792592218351457,-7.81842713517726,0.100950195872145,"Not Significant"
"OR10J5",0.00293658980227823,-0.0208810652430218,0.320586137589489,0.748686510780127,0.792826846150307,-7.81853740973576,0.100821652496621,"Not Significant"
"SULT2A1",0.00482726045891436,-1.02250579947538,0.319923010532501,0.74918879653749,0.793317825093598,-7.81874993694318,0.100552787422107,"Not Significant"
"SAMD9L",-0.0356574048000296,0.62927510317589,-0.319586405805421,0.749443798751965,0.793533118717548,-7.81885764791445,0.100434942915275,"Not Significant"
"NFXL1",0.0175937070939953,0.185261305672948,0.319552588912248,0.749469418993339,0.793533118717548,-7.81886846280018,0.100434942915275,"Not Significant"
"CADM1",0.0343963885464279,0.201252968572017,0.319486771299543,0.749519284308208,0.793544990296917,-7.81888950846647,0.100428445741151,"Not Significant"
"PCDHGB8P",-0.0312212139890557,-0.119207218275227,-0.319405155545632,0.749581120208326,0.793569533718901,-7.8189155996869,0.100415013726543,"Not Significant"
"OSGEPL1",-0.0142493046998765,0.188127786652875,-0.317566784041843,0.750974383477473,0.795003562769686,-7.8195015316928,0.099630925069633,"Not Significant"
"GZMA",-0.0498624801975418,-0.196570948392276,-0.317445283027842,0.751066495325095,0.795029824759597,-7.81954013781491,0.0996165789088635,"Not Significant"
"OR4C16",0.0038484861820205,-0.00123655029337885,0.317431899827712,0.751076641559298,0.795029824759597,-7.81954438933309,0.0996165789088635,"Not Significant"
"OR6X1",0.00301426685443978,-0.0102743546785495,0.316959444097361,0.751434853102943,0.795367990008426,-7.81969436226317,0.0994318914018921,"Not Significant"
"KCNAB2",0.0297457841930616,-1.0394583912813,0.316193054841064,0.75201603662216,0.795942116402172,-7.81993716448388,0.0991185144748768,"Not Significant"
"CHD1L",-0.0178012761837006,-0.283540762159095,-0.316063806135538,0.752114064986023,0.795985873596628,-7.81997805428264,0.0990946396410653,"Not Significant"
"GCET2",0.0384417238747439,0.62118609359001,0.316036306355061,0.752134922644958,0.795985873596628,-7.81998675210169,0.0990946396410653,"Not Significant"
"GFRA4",0.00464712785308956,-0.22345224724317,0.315925248975704,0.752219157781534,0.796033985013139,-7.82002187039477,0.0990683905681022,"Not Significant"
"IFNA6",0.00406259167988479,-0.00389623018575067,0.315786463337786,0.752324428494893,0.796104351167473,-7.82006573950816,0.0990300024056349,"Not Significant"
"MAGEA4",0.0384947192396715,-1.33779457360509,0.315484215614103,0.752553703326031,0.796305923579189,-7.82016121110919,0.0989200536217467,"Not Significant"
"DRGX",-0.00397680279294032,-0.418543942470223,-0.315059041587248,0.752876262951036,0.79660617834277,-7.82029535700905,0.0987563295990897,"Not Significant"
"MAGEA8",0.0395346857948361,0.289269838010123,0.314978040774981,0.752937719386998,0.796630147341532,-7.82032089292532,0.0987432623551008,"Not Significant"
"PALM3",0.057213439535423,-1.11400096491273,0.314751796158004,0.753109382628441,0.79677070988724,-7.82039218292078,0.098666639403827,"Not Significant"
"KDM5D",0.0584819339318295,-4.59687613840013,0.313195008196056,0.754290928216995,0.797979632912239,-7.82088134070773,0.0980081931438909,"Not Significant"
"SPINK14",0.00318660447104966,0.00161516437585863,0.312639826452485,0.754712430850568,0.798384407964248,-7.82105519773937,0.0977879531851274,"Not Significant"
"DUSP11",0.00962086780493035,-0.0338623739772769,0.312256664688014,0.75500337600891,0.798651036142978,-7.8211750063167,0.097642940564092,"Not Significant"
"OR10R2",0.00276275010267462,-0.0340505586201575,0.311885565102204,0.755285195285217,0.798907983884049,-7.82129090325064,0.0975032386993747,"Not Significant"
"GTF2A1",-0.028489805198914,0.783915997371918,-0.311583771080291,0.755514406853882,0.799109261860392,-7.82138505401754,0.0973938357312285,"Not Significant"
"C22orf45",-0.0378335269602572,-0.516770094686964,-0.311137847763782,0.755853123683232,0.799426337088081,-7.82152400208177,0.0972215480153589,"Not Significant"
"NSFL1C",0.0121717332630306,-0.21276143897255,0.310651882982992,0.756222309056179,0.799760713673452,-7.82167520042177,0.0970399333531449,"Not Significant"
