"gene","log2FoldChange","AveExpr","t_stat","pvalue","padj","B_statistic","negLog10Padj","Regulation"
"MBNL1",-0.963718787771136,0.189240523221375,-17.7340673440049,1.05685204409869e-52,1.69112801756401e-51,109.045783033952,50.7718235152779,"Not Significant"
"CSRNP1",-1.63957969254239,0.357164358636939,-17.7326599869346,1.0719674972603e-52,1.71397918370357e-51,109.031627938063,50.7659944568922,"Down"
"NUDT9P1",-1.33515262571147,-0.318854040162719,-17.7322876134438,1.07600292029792e-52,1.71909260340204e-51,109.027882657219,50.764700728279,"Down"
"LRRN3",-2.618042087661,0.407484800707513,-17.730599505604,1.09448824136486e-52,1.74726622046816e-51,109.010904033645,50.7576409191317,"Down"
"CFLAR",-1.12453450096824,-0.223691886191311,-17.7250428151651,1.15760679800555e-52,1.84659421624351e-51,108.955017556,50.7336285290361,"Down"
"TRHDE",-3.46289783195465,-0.561457341643291,-17.721980805593,1.19392948727152e-52,1.9030568613109e-51,108.924222353198,50.7205482352628,"Down"
"ANTXR2",-1.58348346535013,0.464980870308851,-17.7168071124331,1.25790813785206e-52,2.00347975718407e-51,108.87219116121,50.6982150412461,"Down"
"MCCC1",-1.0871510209471,-0.280786238131624,-17.711693462088,1.32450998781775e-52,2.10792170929445e-51,108.820765801162,50.6761455233707,"Down"
"STXBP2",1.56498314263875,0.0084178923953043,17.7099213295605,1.34840370201458e-52,2.14428567020598e-51,108.802944834988,50.6687173566987,"Up"
"MMP27",-2.33115706741766,1.46735515322792,-17.7085936485737,1.36658666750359e-52,2.17151890741863e-51,108.78959353028,50.6632363848825,"Down"
"EIF4EBP2",-0.907693082202389,0.410688065797285,-17.7084628957917,1.36839056332042e-52,2.17270365544997e-51,108.788278673289,50.6629995049632,"Not Significant"
"CDH20",-2.5629714574899,-0.259499653553416,-17.7082896736072,1.37078404162772e-52,2.17482197640009e-51,108.786536743706,50.6625762871376,"Down"
"RND3",-1.9488283195458,0.395839181971736,-17.7079080941811,1.37607124103284e-52,2.1815245234289e-51,108.782699572962,50.6612399005639,"Down"
"FAM43A",-1.33067232881533,-0.582642901317455,-17.695701807365,1.5563953499515e-52,2.46549355976113e-51,108.65995873943,50.6080961275737,"Down"
"NME1",1.38721129789431,-0.499890647254159,17.6928770350194,1.60138340514381e-52,2.53480349326156e-51,108.63155574028,50.5960557030368,"Up"
"EHD2",-1.56684830722345,0.623566840652261,-17.6927834602545,1.60289573260281e-52,2.53524263407825e-51,108.630614859329,50.595980470414,"Down"
"PM20D2",-2.14465504605819,-1.3853364991255,-17.6924430654654,1.60840914023343e-52,2.54200459191627e-51,108.627192243789,50.5948236692651,"Down"
"BMPER",-3.00286027401324,0.267171942593325,-17.6918391450019,1.61823757582067e-52,2.55557057166141e-51,108.621119941257,50.5925121215724,"Down"
"PI3",-3.89140690606194,-2.0540181741876,-17.6909845333876,1.63224849571494e-52,2.57571572767315e-51,108.612527035748,50.5891020701614,"Down"
"AKAP12",-2.18170405151768,0.494636923022502,-17.6827740373866,1.77318765904918e-52,2.79597101691856e-51,108.529975408082,50.5534673348067,"Down"
"GLP2R",-2.21120611101384,0.121256645105161,-17.6823033540516,1.78162622447453e-52,2.80712098146294e-51,108.525243125352,50.5517388697134,"Down"
"FAM111B",2.42100058968542,0.200590938128693,17.6808814069073,1.80736387925345e-52,2.84548929762833e-51,108.510946874042,50.5458430435084,"Up"
"UGT8",-3.11987124332766,-2.08693681137884,-17.6802531391209,1.81885373572751e-52,2.86138445934757e-51,108.504630321559,50.5434237859013,"Down"
"BCL2L2",-0.928669066477653,0.204459220041527,-17.677241967021,1.87494391555744e-52,2.94736589482346e-51,108.474356667284,50.5305659461864,"Not Significant"
"CAPN6",-4.00087714897583,1.19590829747936,-17.6750839907171,1.91620143974758e-52,3.00991702815745e-51,108.452661283167,50.5214454760706,"Down"
"MLF1IP",1.73728977292697,-0.069165798761816,17.670244930363,2.01204557122666e-52,3.15805012058741e-51,108.404012715749,50.5005809816989,"Up"
"LIX1L",-1.24537040427135,-0.297036877560945,-17.6688701567677,2.04013838404886e-52,3.19969755725921e-51,108.390192022266,50.4948910702491,"Down"
"CD209",-2.94025739306496,0.0541135047752274,-17.6674231077665,2.07013160858802e-52,3.24425968887879e-51,108.375644896997,50.488884389685,"Down"
"FEZ2",-0.859717834303142,0.179843036544829,-17.6599989477802,2.2310844456634e-52,3.4938339946201e-51,108.301012665802,50.4566977338503,"Not Significant"
"WBP4",-0.735218022062041,-0.0313917885645835,-17.6595110158512,2.24209031279904e-52,3.50839284464666e-51,108.296107823048,50.4548917834046,"Not Significant"
"DMRT2",-2.69129661738066,0.774971775321503,-17.6571953095424,2.29506801923279e-52,3.58855646876231e-51,108.272829878684,50.4450802154122,"Down"
"ALX4",-2.8072826380317,1.6693065771502,-17.6501588716645,2.4638431742219e-52,3.84952057585812e-51,108.202100752728,50.4145933547056,"Down"
"CDH23",-2.23838611159845,0.914627468451838,-17.6450813631889,2.59328364607573e-52,4.04867781398743e-51,108.151064862942,50.3926867821782,"Down"
"RUNDC3B",-1.82895934401164,0.597474836804989,-17.6262793393787,3.13462864699988e-52,4.89011596678629e-51,107.962096444886,50.3106808416661,"Down"
"NVL",1.08428530775019,0.57811622548063,17.625827761421,3.14893330351334e-52,4.90870164928845e-51,107.957558234101,50.3090333635011,"Up"
"RHBDL1",2.51568016487639,-0.0346682342204132,17.6185887896879,3.38735295430474e-52,5.27635479149289e-51,107.884811132561,50.2776660094094,"Up"
"TMEM37",-2.52801811594146,0.0450675115130654,-17.6127617939502,3.5923083433624e-52,5.59136393398258e-51,107.826256509973,50.2524822392068,"Down"
"CDC45",2.58970733732602,-1.2564635209028,17.6104253588878,3.67792805745052e-52,5.72029265298932e-51,107.802778773826,50.242581751919,"Up"
"PYCRL",1.50160020829704,-0.164359768355806,17.6057966547229,3.85361712009292e-52,5.98900525931171e-51,107.756268384684,50.2226453055351,"Up"
"PLCZ1",-0.971151276182109,0.187523804957415,-17.5965374448149,4.23062910036007e-52,6.5699557814215e-51,107.663234622398,50.1824375534158,"Not Significant"
"MTHFD2",1.04340499912011,0.244920748045661,17.5948397781818,4.30364999571173e-52,6.67830192078321e-51,107.64617771974,50.1753339507255,"Up"
"DAP3",0.721471164114581,0.417255367717059,17.5934762759106,4.36320854404184e-52,6.76560962304977e-51,107.632478421058,50.1696930646986,"Not Significant"
"ST3GAL3",-1.05697819632649,-0.405885527249708,-17.5833629026391,4.83145001824142e-52,7.486012745245e-51,107.530872589178,50.1257494378167,"Down"
"SORD",1.85262059496595,0.165690784293259,17.5829410055717,4.85203896246013e-52,7.51224433629762e-51,107.526634102398,50.1242302950524,"Up"
"C5orf4",-2.44039617731671,0.454649048152222,-17.5799902874207,4.99850831227884e-52,7.7331858064118e-51,107.496990826715,50.1116415548381,"Down"
"SV2B",-2.57659172680866,0.543620632563284,-17.5761409991604,5.19624250656451e-52,8.033046585826e-51,107.458321459197,50.0951197144373,"Down"
"KLHL30",-2.65338990494656,-0.16994481795676,-17.5705740598872,5.49611691154886e-52,8.49023929225719e-51,107.402398943044,50.0710800692564,"Down"
"SLC22A12",-2.22119627119877,-0.129881737257069,-17.5685171317943,5.61124059135375e-52,8.66156160454831e-51,107.381736768928,50.0624038013893,"Down"
"PVRL3",-1.94708966144358,-0.939633691542769,-17.5666411728289,5.71833523034835e-52,8.82024209459441e-51,107.362892757268,50.0545194943576,"Down"
"BBOX1",-4.16257699055355,0.488774780651707,-17.5657899400929,5.76760166466922e-52,8.88955421739183e-51,107.354342216648,50.0511200169579,"Down"
"FAM124A",-1.67535721997306,-0.377565847869046,-17.5621492861331,5.98314144580983e-52,9.21484575262383e-51,107.317772904534,50.0355119300428,"Down"
"TYRO3",-1.93224377750405,-0.657301034332941,-17.5614937791621,6.02279626108015e-52,9.26896605996818e-51,107.311188641489,50.0329687080879,"Down"
"SLC9A9",-1.71489658217489,-0.164323212714244,-17.5562359424334,6.35051826368406e-52,9.76600299276658e-51,107.258377376119,50.0102831469634,"Down"
"CRTAC1",-3.14963921551427,-1.11069278879588,-17.5559462660445,6.36908308907625e-52,9.78722124391731e-51,107.255467846198,50.0093405941756,"Down"
"DLK2",-3.11930238220996,-0.37941734693387,-17.5406741038527,7.42865514595763e-52,1.14069027783478e-50,107.102082868417,49.9428322599524,"Down"
"ITSN1",-1.36435395763481,0.65618093394585,-17.5390416679972,7.55185263104627e-52,1.15789880198226e-50,107.085688731744,49.936329395411,"Down"
"PPP2R4",0.878827157777547,0.0928894976466761,17.5390396739069,7.55200436363494e-52,1.15789880198226e-50,107.085668705736,49.936329395411,"Not Significant"
"HABP4",-1.23472119051875,-0.551632653416032,-17.5362786342238,7.7650443597027e-52,1.18967433361714e-50,107.057940786483,49.9245719079098,"Down"
"MAOA",-3.2454903098046,-0.53845900230376,-17.5229437141096,8.88159407784108e-52,1.35972502921758e-50,106.924032810304,49.8665489080764,"Down"
"CADM3",-3.39712794108997,0.0517101620279042,-17.5175715371617,9.37551522764083e-52,1.43427218795429e-50,106.870090072377,49.8433684229295,"Down"
"CTNNAL1",-1.23938382327005,-0.376377843627422,-17.517311565781,9.40010140523954e-52,1.43696263476968e-50,106.867479725948,49.8425545246454,"Down"
"LPPR5",2.18258591797083,-0.213401300022521,17.5160705071504,9.51836236948014e-52,1.45395818039752e-50,106.855018458411,49.8374480847313,"Up"
"GPR172A",1.30072871266473,-0.512947377154708,17.5079834749123,1.0326237247658e-51,1.57619071148267e-50,106.773821010822,49.8023912361271,"Up"
"DMRTA1",-2.57662837235278,-1.25090117432069,-17.5015899527557,1.10131465745606e-51,1.67979122715994e-50,106.709631012428,49.7747446912066,"Down"
"ARRDC3",-1.44986021827356,0.319723290466253,-17.4974164253109,1.14859864175992e-51,1.75061099594143e-50,106.667731262709,49.7568103479686,"Down"
"AK3",-0.927962107610479,-0.151452850539085,-17.4876722722539,1.26704253475599e-51,1.92970202066324e-50,106.56991138716,49.7145097483875,"Not Significant"
"CPNE2",-1.13520889514992,-0.792069329867388,-17.48437664033,1.30980364285064e-51,1.99334831636202e-50,106.536828904776,49.7004168063388,"Down"
"RAD51AP1",1.53522424162161,-0.48251721352034,17.4807346980678,1.35873729580441e-51,2.06628716169367e-50,106.500271122021,49.6848093226651,"Up"
"UTRN",-1.33014192923781,0.901573173802416,-17.4725847081328,1.47496123145289e-51,2.24137335912123e-50,106.418465640739,49.6494857943795,"Down"
"PTBP1",0.553685348823809,-0.200138396288098,17.4720846512786,1.48240747430987e-51,2.25102259227675e-50,106.413446504946,49.6476201462025,"Not Significant"
"CREB3L4",1.77957345244347,2.11049066743176,17.4693440288734,1.52388960406564e-51,2.31230255517129e-50,106.385938895669,49.635955340907,"Up"
"SEC16A",0.803913075750975,0.639378203641852,17.468640886799,1.53471805784188e-51,2.32701342152835e-50,106.378881565493,49.6332011118233,"Not Significant"
"PPP2R2B",-2.15420724931052,-1.47530144702128,-17.465356544081,1.58632437675023e-51,2.40348630661861e-50,106.345917670191,49.619158347834,"Down"
"C9orf172",1.96198004459152,-0.532446430076822,17.4652739109577,1.58764489741898e-51,2.40371310796546e-50,106.345088319781,49.6191173682262,"Up"
"SHMT1",-1.14997554421172,-0.243491033718415,-17.4579999111351,1.70829673764646e-51,2.58447546233469e-50,106.272084817345,49.5876275867786,"Down"
"TMBIM1",-1.06928993135014,-0.356100999829823,-17.4567695941537,1.72959103225681e-51,2.61476464596703e-50,106.259737522451,49.5825673957289,"Down"
"LOC388387",-1.22823188405833,-0.620564085085865,-17.455766828719,1.74714289590432e-51,2.63935567718291e-50,106.249673999217,49.5785020807048,"Down"
"TMEM57",0.682703567446936,0.518378422985104,17.4549833809228,1.76097969063982e-51,2.65830243006143e-50,106.241811556811,49.5753956117171,"Not Significant"
"ARHGAP39",1.55891254767267,0.0824792331559649,17.4528020897972,1.80008390239372e-51,2.71533596738744e-50,106.219921061311,49.5661764276753,"Up"
"LEF1",2.24095688845866,0.451887671887468,17.4479068713271,1.89102839612928e-51,2.85042679680868e-50,106.170796237623,49.5450901078436,"Up"
"NEUROG2",-3.03793086897646,0.909152936733739,-17.4435293082841,1.97623720315183e-51,2.97668010129912e-50,106.12686795472,49.526267835728,"Down"
"CRTAP",-0.912894399460236,0.210780224011525,-17.4425339441985,1.99614107937379e-51,3.00445574483459e-50,106.11687983228,49.5222341886937,"Not Significant"
"CYP7A1",-1.18625958164641,0.021322393645956,-17.4324912168906,2.20851506165969e-51,3.32167137112625e-50,106.01610940016,49.4786433365945,"Down"
"ADD3",-1.66813273484738,-0.347688799541506,-17.4158529411449,2.61119135267653e-51,3.92443327016466e-50,105.849177183181,49.4062230511254,"Down"
"NAB1",-1.04852811711555,-0.1819367525191,-17.4135495825149,2.67243778831336e-51,4.01354409612826e-50,105.826069412979,49.3964719611412,"Down"
"IRF7",1.60170766590386,-0.173210698494512,17.4127357135829,2.69442007414777e-51,4.04359971653902e-50,105.817904621245,49.3932318425722,"Up"
"ACAA2",-1.23932664730385,0.032425783854395,-17.4107101143996,2.74991830366569e-51,4.12387310257536e-50,105.797583913324,49.3846947070401,"Down"
"ADAMTSL2",1.8617844393571,-0.637349230763524,17.4093803152943,2.78697228987745e-51,4.17638986213022e-50,105.784243629623,49.3791989671253,"Up"
"MYLK4",-1.50297028692103,-0.166636413555649,-17.4019560257934,3.00320336256815e-51,4.49713822272241e-50,105.709767433173,49.347063763879,"Down"
"NAT15",0.716209605116964,-0.193397071247872,17.4009591072969,3.03348734858e-51,4.53917603982123e-50,105.699767285614,49.3430229739788,"Not Significant"
"TCF21",-1.6827350730497,-2.9860992340211,-17.3943512927337,3.24207801699169e-51,4.84776851338961e-50,105.633486099749,49.3144581264156,"Down"
"KIF24",1.41507377515693,0.223791040859269,17.3855815778679,3.54120791356116e-51,5.29119348365434e-50,105.545525364953,49.2764463572835,"Up"
"FAM195A",1.4410964325529,-0.688359606449675,17.3838453999675,3.60362042134273e-51,5.38053289092118e-50,105.528112200358,49.2691747094404,"Up"
"FIGN",-2.49420072463816,-0.110207315351873,-17.3808786223487,3.71282500560549e-51,5.53955649455528e-50,105.498357227896,49.2565250041664,"Down"
"GPR64",-2.36419295311759,0.203660768846717,-17.3797504795946,3.75521334227549e-51,5.59873129389366e-50,105.487042845796,49.2519103755805,"Down"
"TMOD2",-1.5206291908692,0.0505763758406193,-17.3775447438429,3.83949263993334e-51,5.72023105209227e-50,105.464921378533,49.2425864287905,"Down"
"AOX1",-2.70592804670396,1.37215202608396,-17.3710710890114,4.09791675880061e-51,6.10081443496567e-50,105.399999142747,49.2146121844972,"Down"
